reference_number,first_name,middle_name,last_name,gender,date_of_birth,civil_status,religion,sss_number,tin_number,property_area,residency_and_citizenship,contact_number,email_address,facebook_account,no_and_street,barangay,municipality,province,resident_status,length_of_stay,permanent_address,provincial_address,parents_address,education,course,school_last_attended,year_graduated,source_of_funds,employer_business_name,employer_contact_number,position,employment_status,monthly_net_income,employer_business_address,other_income,other_monthly_income,food_and_groceries,electric_and_water,education_and_misc,other_expense,make_brand,series,year_model,variant,color,plate_no,engine_no,chassis_no,transmission,fuel,dealer_name,dealer_address,dealer_contact_number,loan_type,estimated_vehicle_value,down_payment_percentage,loan_amount_term,loan_purpose,marketing_source,sales_representative
250326123269,EARL KENNETH,RETOBADO,Millan,F,1980-04-21,N,Roman Catholic,213-54-8994,987-65-4589,Semi-Urban,Resident Filipino Citizen,9123457057,user269@example.com,fb.com/user269,45 Colizer St,Barangay Poblacion,Valenzuela City,Metro Manila,Residence,5_to_10_years,"246 Coconut St., Makati City",258 Provincial Rd.,"753 Parent St., Taguig",Graduate,Sports Management,University of the Philippines,2004,Income from Business,Happy Pet Boarding,0917-123-4835,Financial Analyst,Registered Business,266000,"456 Pet Lane, Manila",None,0,2500,2000,1000,260500,Nissan,Terra,2022,VL,Black,JKL6997,D4HB-123664,KNAE35A22L123664,Automatic,Gas,Nissan Manila,"123 Nissan Ave., Manila",0917-456-7890,New,764313.4875,0.2,24,,,
250326123270,John Franz,Pacis,Sude,F,1982-07-21,N,Iglesia ni Cristo,213-54-8995,987-65-4590,Urban,Resident Filipino Citizen,9123457058,user270@example.com,fb.com/user270,123 Main St.,Barangay Bagong Pag-asa,Valenzuela City,Metro Manila,Residence,less_than_6_months,"369 Banana Ave., Taguig City",123 Provincial Rd.,"456 Parent St., Pateros",Graduate,Creative Writing,University of Santo Tomas,2003,Salary,Brown's Grocery,0917-123-4836,Web Developer,Employee,83000,"789 Market St., Pasig",None,0,2500,2000,1000,77500,Mitsubishi,L300,2020,FB,White,JKL6998,D4HB-123665,KNAE35A22L123665,Automatic,Gas,Mitsubishi Ortigas,"456 Mitsubishi Rd., Ortigas",0917-567-8901,New,187500,0.2,12,,,
250326123271,Gweneth Ros,Labuni,Doñare,F,1980-01-18,N,Muslim,213-54-8996,987-65-4591,Urban,Resident Filipino Citizen,9123457059,user271@example.com,fb.com/user271,456 Oak Ave.,Barangay Santo NiNo,Valenzuela City,Metro Manila,Residence,1_to_3_years,"789 Grape St., Quezon City",654 Provincial Rd.,"789 Parent Rd., Mandaluyong",Graduate,Financial Management,University of Santo Tomas,2018,Salary,Arts & Crafts Co.,0917-123-4837,Nurse,Employee,40967.06,"321 Art St., Taguig",None,0,2500,2000,1000,35467.06,Ford,EcoSport,2019,Trend,Blue,JKL6999,D4HB-123666,KNAE35A22L123666,Automatic,Gas,Ford Global City,"321 Ford St., BGC",0917-678-9012,New,287500,0.2,24,,,
250326123272,Ethel Joyce,MENDOZA,Rivera,M,1967-07-01,N,Baptist,213-54-8997,987-65-4592,Urban,Resident Filipino Citizen,9123457060,user272@example.com,fb.com/user272,789 Pine St.,Barangay Kalayaan,Valenzuela City,Metro Manila,Residence,1_to_3_years,"456 Cherry Blossom Ln., San Juan City",321 Provincial Rd.,"963 Parent St., Navotas",Graduate,Graphic Design,De La Salle College of St. Benilde,2021,Income from Business,Fresh Produce Suppliers,0917-123-4838,Baker,Registered Business,128000,"321 Farm St., Caloocan",None,0,2500,2000,1000,122500,Chevrolet,Tracker,2021,LT,Silver,JKL7000,D4HB-123667,KNAE35A22L123667,Automatic,Gas,Chevrolet Quezon City,"654 Chevy Ave., Quezon City",0917-789-0123,New,134176.875,0.2,18,,,
250326123273,Zhaina,Belinario,Batoon,M,1982-10-08,Y,Roman Catholic,213-54-8998,987-65-4593,Rural,Resident Filipino Citizen,9123457061,user273@example.com,fb.com/user273,321 Elm St.,Barangay Sta. Cruz,Valenzuela City,Metro Manila,Residence,1_to_3_years,"852 Fern St., Mandaluyong City",147 Provincial Rd.,"678 Parent St., Las Pinas",Graduate,Agriculture,University of the Philippines,2020,Income from Business,Tech Innovations,0917-123-4839,Event Planner,Registered Business,291727,"456 Tech Park, Quezon City",None,0,2500,2000,1000,286227,Toyota,Innova,2020,G,Green,JKL7001,D4HB-123668,KNAE35A22L123668,Automatic,Gas,Toyota Mabuhay,"987 Toyota Rd., Quezon City",0917-890-1234,New,312500,0.2,24,,,
250326123274,Jobet Jay,Aguilar,Fortades,M,1950-04-04,N,Iglesia ni Cristo,213-54-8999,987-65-4594,Urban,Resident Filipino Citizen,9123457062,user274@example.com,fb.com/user274,654 Maple St.,Barangay San Antonio,Valenzuela City,Metro Manila,Residence,5_to_10_years,"963 Heather Rd., Pasay City",258 Provincial Rd.,"321 Parent St., Caloocan",Graduate,Mass Communication,Philippine High School for the Arts,2019,Income from Business,Unified Health Systems,0917-123-4840,Mechanical Engineer,Registered Business,120000,"789 Health Ave., Makati",None,0,2500,2000,1000,114500,Hyundai,Staria,2021,GLS,Black,JKL7002,D4HB-123669,KNAE35A22L123669,Automatic,Gas,Hyundai NLEX,"321 Hyundai Ave., NLEX",0917-901-2345,New,333228.75,0.2,24,,,
250326123275,Esteban IV,Sarapat,Prado,M,1998-05-16,Y,Muslim,213-54-9000,987-65-4595,Urban,Resident Filipino Citizen,9123457063,user275@example.com,fb.com/user275,987 Cedar Rd.,Barangay Longos,Valenzuela City,Metro Manila,Residence,1_to_3_years,"789 Jasmine St., Marikina City",654 Provincial Rd.,"147 Parent St., Muntinlupa",Graduate,Sociology,Mapua University,2021,Salary,Premier Construction,0917-123-4841,Janitor,Employee,53600,"321 Builder St., Manila",None,0,2500,2000,1000,48100,Subaru,XV,2022,2.0i,Orange,JKL7003,D4HB-123670,KNAE35A22L123670,Automatic,Gas,Subaru North EDSA,"456 Subaru Rd., Quezon City",0917-012-3456,New,201197.5,0.2,24,,,
250326123276,Wilmer,Quepic,Madriaga,F,1996-07-22,Y,Baptist,213-54-9001,987-65-4596,Urban,Resident Filipino Citizen,9123457064,user276@example.com,fb.com/user276,159 Birch St.,Barangay Poblacion,Valenzuela City,Metro Manila,Residence,1_to_3_years,"321 Lavender St., Marikina City",963 Provincial Rd.,"789 Parent St., Binan",Graduate,Film and Broadcasting,University of Santo Tomas,2018,Salary,Quality Service Solutions,0917-123-4842,Travel Agent,Employee,91322,"654 Service Rd., Taguig",None,0,2500,2000,1000,85822,Suzuki,Ertiga,2020,GA,Red,JKL7004,D4HB-123671,KNAE35A22L123671,Automatic,Gas,Suzuki Alabang,"789 Suzuki St., Alabang",0917-123-4567,New,171720,0.2,24,,,
250326123277,Aldrin,Malana,Dimaano,F,1968-03-07,Y,Roman Catholic,213-54-9002,987-65-4597,Urban,Resident Filipino Citizen,9123457065,user277@example.com,fb.com/user277,753 Ash St.,Barangay San Miguel,Malabon City,Metro Manila,Residence,1_to_3_years,"456 Cantaloupe Rd., Taguig City",123 Provincial Rd.,"888 Parent St., Quezon City",Graduate,Creative Writing,University of the Philippines,2019,Income from Business,Green Fields Landscaping,0917-123-4843,Real Estate Agent,Registered Business,97500,"987 Green St., Pasig",None,0,2500,2000,1000,92000,Ford,Everest,2021,Titanium,Gray,JKL7005,D4HB-123672,KNAE35A22L123672,Automatic,Gas,Ford Manila,"123 Ford St., Manila",0917-345-6789,New,237500,0.2,24,,,
250326123278,Fritsielou,Urbano,Yalung,M,1990-11-19,N,Iglesia ni Cristo,213-54-9003,987-65-4598,Urban,Resident Filipino Citizen,9123457066,user278@example.com,fb.com/user278,246 Oak St.,Baesa,Quezon City,Metro Manila,Residence,5_to_10_years,"852 Calamansi St., Pasig City",111 Provincial Rd.,"222 Parent St., Quezon City",Graduate,Theater Arts,Philippine Normal University,2021,Income from Business,Simple Eats Restaurant,0917-123-4844,IT Specialist,Registered Business,44123,"159 Food Lane, Quezon City",None,0,2500,2000,1000,38623,Kia,Seltos,2020,EX,Yellow,JKL7006,D4HB-123673,KNAE35A22L123673,Automatic,Gas,Kia Manila,"456 Kia Ave., Manila",0917-456-7890,New,200000,0.2,24,,,
250326123279,Jasmine Rose,LAVALLE,Matore,M,1978-03-25,Y,Muslim,213-54-9004,987-65-4599,Urban,Resident Filipino Citizen,9123457067,user279@example.com,fb.com/user279,357 Willow St.,Mendez,Pasay City,Metro Manila,Residence,5_to_10_years,"975 Lemon St., Manila City",333 Provincial Rd.,"444 Parent St., Makati City",Graduate,Data Science,University of the East,2020,Income from Business,Silver Line Technologies,0917-123-4845,Pet Caretaker,Registered Business,83029,"753 Tech St., Makati",None,0,2500,2000,1000,77529,Isuzu,mu-X,2022,LTX,Black,JKL7007,D4HB-123674,KNAE35A22L123674,Automatic,Gas,Isuzu Cebu,"789 Isuzu Rd., Cebu",0917-567-8901,New,375000,0.2,18,,,
250326123280,Ruel,Pascual,Banquiles,M,1994-03-12,Y,Baptist,213-54-9005,987-65-4600,Urban,Resident Filipino Citizen,9123457068,user280@example.com,fb.com/user280,951 Cherry Ln.,San Bartolome,Makati City,Metro Manila,Residence,5_to_10_years,"123 Lychee St., Quezon City",555 Provincial Rd.,"666 Parent St., Caloocan",Graduate,Architecture,Ateneo de Manila University,2019,Income from Business,Urban Style Clothing,0917-123-4846,Store Manager,Employee,57054.77,"963 Fashion St., Manila",None,0,2500,2000,1000,51554.77,Isuzu,mu-X,2021,L-Edition,Silver,JKL7008,D4HB-123675,KNAE35A22L123675,Automatic,Gas,Isuzu Quezon City,"123 Isuzu Ave., Quezon City",0917-678-9012,New,122854,0.2,12,,,
250326123281,Dan Walter,Barrios,Roca,M,1981-12-21,N,Roman Catholic,213-54-9006,987-65-4601,Semi-Urban,Resident Filipino Citizen,9123457069,user281@example.com,fb.com/user281,135 Pine Rd.,Salazar,Paranaque City,Metro Manila,Residence,1_to_3_years,"456 Olive St., Manila City",777 Provincial Rd.,"777 Parent St., Taguig",Graduate,Nutrition,San Beda University,2021,Salary,Future Ready Cars,0917-123-4847,Artisan,Employee,70000,"321 Auto St., Taguig",None,0,2500,2000,1000,64500,Nissan,Navara,2020,EL,White,JKL7009,D4HB-123676,KNAE35A22L123676,Automatic,Gas,Nissan Alabang,"456 Nissan Rd., Alabang",0917-789-0123,New,78175,0.2,12,,,
250326123282,Jessie,Ferrer,Biclar,M,1979-03-07,N,Iglesia ni Cristo,213-54-9007,987-65-4602,Urban,Resident Filipino Citizen,9123457070,user282@example.com,fb.com/user282,852 Palm St.,Sto. Domingo,Quezon City,Metro Manila,Residence,5_to_10_years,"789 Peach St., Quezon City",888 Provincial Rd.,"888 Parent St., Navotas",Graduate,Occupational Therapy,Laguna College,2018,Salary,Youth Sports Academy,0917-123-4848,Supervisor,Employee,236834.86,"654 Sport Ave., Pasig",None,0,2500,2000,1000,231334.86,Hyundai,Accent,2022,GL,Blue,JKL7010,D4HB-123677,KNAE35A22L123677,Automatic,Gas,Hyundai North EDSA,"789 Hyundai Rd., Quezon City",0917-890-1234,New,280353.75,0.2,24,,,
250326123283,Jonah Francis,Gica,Rasalan,M,1996-11-09,N,Muslim,213-54-9008,987-65-4603,Urban,Resident Filipino Citizen,9123457071,user283@example.com,fb.com/user283,246 Coconut St.,Rosa,Quezon City,Metro Manila,Residence,5_to_10_years,"159 Grapefruit Rd., Pasay City",999 Provincial Rd.,"999 Parent St., Manila",Graduate,Computer Science,De La Salle University,2015,Salary,Happy Tails Veterinary Clinic,0917-123-4849,Software Engineer,Employee,28022,"123 Animal Rd., Quezon City",None,0,2500,2000,1000,22522,Toyota,Hilux,2020,E,Black,JKL7011,D4HB-123678,KNAE35A22L123678,Automatic,Gas,Toyota Makati,"321 Toyota Ave., Makati",0917-901-2345,New,187500,0.2,24,,,
250326123284,Rein,Diez,Roquero,M,1985-08-10,N,Baptist,213-54-9009,987-65-4604,Semi-Urban,Resident Filipino Citizen,9123457072,user284@example.com,fb.com/user284,602 Walnut Ridge Rd.,Kolidor,Pasay City,Metro Manila,Residence,1_to_3_years,"753 Papaya St., San Juan City",100 Provincial Rd.,"900 Parent St., Makati",Graduate,Business Administration,Map?a University,2014,Income from Business,Bright Future Learning Center,0917-123-4850,Clinic Manager,Registered Business,103000,"456 Education St., Manila",None,0,2500,2000,1000,97500,Ford,EcoSport,2021,Trend,Red,JKL7012,D4HB-123679,KNAE35A22L123679,Automatic,Gas,Ford Global City,"654 Ford Blvd., BGC",0917-012-3456,New,125000,0.2,12,,,
250326123285,Reinier,LUCEÑO,Lorenzana,F,1978-09-03,N,Roman Catholic,213-54-9010,987-65-4605,Urban,Resident Filipino Citizen,9123457073,user285@example.com,fb.com/user285,481 Chestnut Valley Ln.,Bote,San Juan City,Metro Manila,Residence,5_to_10_years,"258 Watermelon St., Marikina City",200 Provincial Rd.,"800 Parent St., Taguig",Graduate,Accountancy,University of the Philippines,2013,Support From Relative,Prime Health Insurance,0917-123-4851,Site Engineer,Unemployed,65000,"789 Insurance Ave., Taguig",None,0,2500,2000,1000,59500,Mitsubishi,Adventure,2020,GLX,Yellow,JKL7013,D4HB-123680,KNAE35A22L123680,Automatic,Gas,Mitsubishi Manila,"987 Mitsubishi Rd., Manila",0917-123-4567,New,250000,0.2,12,,,
250326123286,Rolenda,SANTOS,Rico,F,1968-03-07,Y,Iglesia ni Cristo,213-54-9011,987-65-4606,Urban,Resident Filipino Citizen,9123457074,user286@example.com,fb.com/user286,229 Juniper Pines Cir.,Barangay Santo NiNo,Marikina City,Metro Manila,Residence,1_to_3_years,"753 Pomegranate St., Manila City",300 Provincial Rd.,"700 Parent St., Pasig",Graduate,Hospitality Management,University of Santo Tomas,2012,Income from Business,Global Marketing Solutions,0917-123-4852,Consultant,Registered Business,70000,"321 Market St., Makati",None,0,2500,2000,1000,64500,Kia,Picanto,2021,EX,Green,JKL7014,D4HB-123681,KNAE35A22L123681,Automatic,Gas,Kia Pasig,"123 Kia Ave., Pasig",0917-234-5678,New,121794,0.2,36,,,
250326123287,James,Queng,Mamaril,M,1997-10-31,Y,Muslim,213-54-9012,987-65-4607,Semi-Urban,Resident Filipino Citizen,9123457075,user287@example.com,fb.com/user287,714 Cypress Springs Dr.,Barangay Kalayaan,Manila City,Metro Manila,Residence,5_to_10_years,"369 Avocado St., Taguig City",400 Provincial Rd.,"600 Parent St., Caloocan",Graduate,Information Technology,Far Eastern University,2011,Salary,Westside Fitness Studio,0917-123-4853,Landscape Designer,Employee,66608.33,"654 Fit Ave., Quezon City",None,0,2500,2000,1000,61108.33,Honda,HR-V,2020,S,Gray,JKL7015,D4HB-123682,KNAE35A22L123682,Automatic,Gas,Honda Manila,"456 Honda St., Manila",0917-345-6789,New,187500,0.2,18,,,
250326123288,Mary Grace,Caiga,PAMENE,M,1955-05-09,Y,Baptist,213-54-9013,987-65-4608,Urban,Resident Filipino Citizen,9123457076,user288@example.com,fb.com/user288,825 Eucalyptus Grove Way,Barangay Sta. Cruz,Taguig City,Metro Manila,Residence,5_to_10_years,"321 Zucchini St., Taguig City",123 Provincial Rd.,"111 Parent St., Muntinlupa",Graduate,Civil Engineering,National University,2010,Salary,Silver Linings Counseling,0917-123-4854,Waitstaff,Employee,72915.46,"987 Mind St., Manila",None,0,2500,2000,1000,67415.46,Subaru,Forester,2022,2.0i,Silver,JKL7016,D4HB-123683,KNAE35A22L123683,Automatic,Gas,Subaru North EDSA,"789 Subaru Rd., Quezon City",0917-456-7890,New,250000,0.2,30,,,
250326123289,Mark Nicole,Mindajao,Barrun,F,1991-12-23,N,Iglesia ni Cristo,213-54-9014,987-65-4609,Urban,Resident Filipino Citizen,9123457077,user289@example.com,fb.com/user289,390 Sequoia Forest Ct.,Barangay San Antonio,Malabon City,Metro Manila,Residence,1_to_3_years,"369 Soursop St., Quezon City",555 Provincial Rd.,"444 Parent St., Manila",Graduate,Public Administration,University of the East,2009,Income from Business,Urban Garden Supplies,0917-123-4855,Network Engineer,Registered Business,66000,"123 Greenhouse Ave., Makati",None,0,2500,2000,1000,60500,Chevrolet,Tracker,2021,LT,Blue,JKL7017,D4HB-123684,KNAE35A22L123684,Automatic,Gas,Chevrolet Alabang,"321 Chevrolet Rd., Alabang",0917-567-8901,New,375000,0.2,24,,,
250326123290,Lawrence,BALBANIDA,Claveria,M,1992-09-12,N,Muslim,213-54-9015,987-65-4610,Semi-Urban,Resident Filipino Citizen,9123457078,user290@example.com,fb.com/user290,562 Alder Creek St.,Barangay Longos,Quezon City,Metro Manila,Residence,1_to_3_years,"258 Guava St., San Juan City",123 Provincial Rd.,"123 Parent St., Makati",Graduate,Psychology,University of Santo Tomas,2008,Income from Business,Artisan Bread Co.,0917-123-4856,Store Assistant,Registered Business,262110,"456 Bakery St., Pasig",None,0,2500,2000,1000,256610,Ford,Everest,2020,Titanium,Black,JKL7018,D4HB-123685,KNAE35A22L123685,Automatic,Gas,Ford Manila,"654 Ford Ave., Manila",0917-678-9012,New,82574,0.2,36,,,
250326123291,Maricar,Morallos,Delos Santos,M,2001-06-04,Y,Baptist,213-54-9016,987-65-4611,Urban,Resident Filipino Citizen,9123457079,user291@example.com,fb.com/user291,842 Hawthorn Hollow Ave.,Barangay Poblacion,San Juan City,Metro Manila,Residence,1_to_3_years,"147 Moringa St., Taguig City",789 Provincial Rd.,"456 Parent St., Pasay",Graduate,Marketing,Philippine Normal University,2007,Salary,Eco-Friendly Products,0917-123-4857,Sales Associate,Employee,53274.75,"789 Eco Rd., Quezon City",None,0,2500,2000,1000,47774.75,Nissan,Terra,2022,VL,Red,JKL7019,D4HB-123686,KNAE35A22L123686,Automatic,Gas,Nissan Quezon City,"987 Nissan Rd., Quezon City",0917-789-0123,New,125000,0.2,12,,,
250326123292,Deods,Titong,BANDALAN,F,1969-07-30,N,Roman Catholic,213-54-9017,987-65-4612,Urban,Resident Filipino Citizen,9123457080,user292@example.com,fb.com/user292,673 Mimosa Blossom Blvd.,Barangay San Miguel,Taguig City,Metro Manila,Residence,5_to_10_years,"258 Tamarind Rd., Manila City",654 Provincial Rd.,"789 Parent St., Caloocan",Graduate,Architecture,Ateneo de Manila University,2006,Salary,Family Fitness Center,0917-123-4858,Coach,Employee,49000,"321 Fitness Rd., Taguig",None,0,2500,2000,1000,43500,Mitsubishi,Montero Sport,2021,GT,Silver,JKL7020,D4HB-123687,KNAE35A22L123687,Automatic,Gas,Mitsubishi Pasig,"123 Mitsubishi Ave., Pasig",0917-890-1234,New,923375,0.2,36,,,
250326123293,Zeeve,Cordero,Delos Santos,F,1969-07-30,Y,Iglesia ni Cristo,213-54-9018,987-65-4613,Semi-Urban,Resident Filipino Citizen,9123457081,user293@example.com,fb.com/user293,719 Sycamore Shade Rd.,Baesa,Manila City,Metro Manila,Residence,1_to_3_years,"369 Citrus Ave., Quezon City",432 Provincial Rd.,"234 Parent St., Malabon",Graduate,Nursing,University of the Philippines,2005,Income from Business,Joyful Learning Academy,0917-123-4859,Vet Technician,Registered Business,159000,"654 Education Ave., Manila",None,0,2500,2000,1000,153500,Hyundai,Staria,2022,GLS,White,JKL7021,D4HB-123688,KNAE35A22L123688,Automatic,Gas,Hyundai Alabang,"456 Hyundai St., Alabang",0917-901-2345,New,222611.875,0.2,18,,,
250326123294,Kristeen,Lambina,Bercadez,F,1987-08-28,Y,Muslim,213-54-9019,987-65-4614,Urban,Resident Filipino Citizen,9123457082,user294@example.com,fb.com/user294,414 Dogwood Lane Ln.,Mendez,Quezon City,Metro Manila,Residence,1_to_3_years,"789 Starfruit St., Makati City",321 Provincial Rd.,"567 Parent St., Navotas",Graduate,Pharmacy,Technological Institute of the Philippines,2004,Income from Business,Bright Minds Tutoring Center,0917-123-4860,Teacher,Registered Business,128000,"987 Tutor St., Pasig",None,0,2500,2000,1000,122500,Toyota,Innova,2020,G,Blue,JKL7022,D4HB-123689,KNAE35A22L123689,Automatic,Gas,Toyota Quezon City,"789 Toyota Rd., Quezon City",0917-012-3456,New,125000,0.2,12,,,
250326123295,Romelyn Joy,Paano,Acabo,M,1996-01-24,Y,Baptist,213-54-9020,987-65-4615,Urban,Resident Filipino Citizen,9123457083,user295@example.com,fb.com/user295,345 Elmwood Glen Cir.,San Bartolome,Makati City,Metro Manila,Residence,1_to_3_years,"654 Mulberry St., Quezon City",758 Provincial Rd.,"678 Parent St., San Juan",Graduate,Education,University of the Philippines,2003,Income from Business,Premier Real Estate,0917-123-4861,Claims Adjuster,Registered Business,69362.58,"321 Realty Blvd., Makati",None,0,2500,2000,1000,63862.58,Subaru,XV,2021,2.0i,Green,JKL7023,D4HB-123690,KNAE35A22L123690,Automatic,Gas,Subaru Makati,"321 Subaru Rd., Makati",0917-123-4567,New,161085,0.2,18,,,
250326123296,Trisha,Raga-as,Bajao,F,1981-01-19,N,Roman Catholic,213-54-9021,987-65-4616,Semi-Urban,Resident Filipino Citizen,9123457084,user296@example.com,fb.com/user296,510 Buckeye Grove Dr.,Salazar,Taguig City,Metro Manila,Residence,5_to_10_years,"321 Cassava St., San Juan City",456 Provincial Rd.,"234 Parent St., Taguig",Graduate,Journalism,University of the East,2002,Income from Business,Fresh Start Cleaners,0917-123-4862,Marketing Specialist,Registered Business,237681,"456 Clean St., Quezon City",None,0,2500,2000,1000,232181,Nissan,Navara,2020,EL,Black,JKL7024,D4HB-123691,KNAE35A22L123691,Automatic,Gas,Nissan Manila,"654 Nissan Ave., Manila",0917-234-5678,New,148294,0.2,36,,,
250326123297,Clarence,Azucena,Gonzales,F,1968-05-08,Y,Iglesia ni Cristo,213-54-9022,987-65-4617,Urban,Resident Filipino Citizen,9123457085,user297@example.com,fb.com/user297,777 Acacia Valley Way,Sto. Domingo,Manila City,Metro Manila,Residence,5_to_10_years,"852 Jackfruit St., Mandaluyong City",987 Provincial Rd.,"123 Parent St., Pasay",Graduate,Fine Arts,University of Santo Tomas,2001,Salary,Starline Logistics,0917-123-4863,Personal Trainer,Employee,75000,"789 Cargo Rd., Manila",None,0,2500,2000,1000,69500,Ford,Ranger,2021,Wildtrak,Red,JKL7025,D4HB-123692,KNAE35A22L123692,Automatic,Gas,Ford Alabang,"987 Ford St., Alabang",0917-345-6789,New,375000,0.2,24,,,
250326123298,John Paul,Gila,Galve,M,1975-03-05,Y,Muslim,213-54-9023,987-65-4618,Urban,Resident Filipino Citizen,9123457086,user298@example.com,fb.com/user298,654 Magnolia Crest Ct.,Rosa,Quezon City,Metro Manila,Residence,5_to_10_years,"963 Banana St., Malabon City",654 Provincial Rd.,"789 Parent St., Muntinlupa",Graduate,Engineering Management,De La Salle University,2000,Salary,Harmony Yoga Studio,0917-123-4864,Therapist,Employee,50994.94,"321 Zen St., Taguig",None,0,2500,2000,1000,45494.94,Kia,Seltos,2022,EX,Yellow,JKL7026,D4HB-123693,KNAE35A22L123693,Automatic,Gas,Kia Manila,"123 Kia St., Manila",0917-456-7890,New,131175,0.2,24,,,
